,,,,,,,,,,,,
Theme,Subtheme,Set #,Set Name,Age,Piece Count,Retirement Date,LEGO.com Link,,,,,"Notes: (Exclusivity, release, etc.)"
Icons,Modular Building,10312,Jazz Club,18+,2899,"Dec 31, 2025",US,CA,UK,AU,MX,
Icons,- ,10317,Land Rover Classic Defender 90,18+,2336,"Dec 31, 2025",US,CA,UK,AU,MX,
Icons,Holiday,10325,Alpine Lodge,18+,1517,"Dec 31, 2025",US,CA,UK,AU,MX,
Icons,Castle,10332,Medieval Town Square,18+,3304,"Dec 31, 2025",US,CA,UK,AU,MX,
Icons,Holiday,10339,Santa's Post Office,18+,1440,"Dec 31, 2025",US,CA,UK,AU,MX,
Icons,Space,10355,Blacktron Renegade,18+,1151,"Dec 31, 2025",US,CA,UK,AU,MX,
Icons,-,10391,Over the Moon with Pharrell Williams,18+,966,"Dec 31, 2025",US,CA,UK,AU,MX,
Icons,Botanical Collection,10280,Flower Bouquet,18+,756,"Jul 31, 2026",US,CA,UK,AU,MX,
Icons,Transformers,10302,Optimus Prime,18+,1508,"Jul 31, 2026",US,CA,UK,AU,MX,
Icons,- ,10307,Eiffel Tower,18+,10001,"Jul 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Icons,- ,10323,PAC-MAN Arcade,18+,2651,"Jul 31, 2026",US,CA,UK,AU,MX,
Icons,Dune,10327,Dune Atreides Royal Ornithopter,18+,1369,"Jul 31, 2026",US,CA,UK,AU,MX,
Icons,Fauna Collection,10331,Kingfisher Bird,18+,834,"Jul 31, 2026",US,CA,UK,AU,MX,
Icons,-,10334,Retro Radio,18+,906,"Jul 31, 2026",US,CA,UK,AU,MX,
Icons,Transformers,10338,Transformers: Bumblebee,18+,950,"Jul 31, 2026",US,CA,UK,AU,MX,
Icons,Gardens of the World,10359,Fountain Garden,18+,1302,"Jul 31, 2026",US,CA,UK,AU,MX,
Icons,-,10362,French Café,18+,1101,"Jul 31, 2026",US,CA,UK,AU,MX,
Icons,Botanical Collection,10309,Succulents,18+,771,"Dec 31, 2026",US,CA,UK,AU,MX,
Icons,Gardens of the World,10315,Tranquil Garden,18+,1363,"Dec 31, 2026",US,CA,UK,AU,MX,
Icons,Modular Building,10326,Natural History Museum,18+,4014,"Dec 31, 2026",US,CA,UK,AU,MX,
Icons,-,10335,The Endurance,18+,3011,"Dec 31, 2026",US,CA,UK,AU,MX,
Icons,-,10337,Lamborghini Countach 5000 Quattrovalvole,18+,1506,"Dec 31, 2026",US,CA,UK,AU,MX,
Icons,Botanical Collection,10340,Wreath,18+,1194,"Dec 31, 2026",US,CA,UK,AU,MX,
Icons,Space,10341,NASA: Artemis Space Launch System,18+,3601,"Dec 31, 2026",US,CA,UK,AU,MX,
Icons,Book Nook,10351,Sherlock Holmes: Book Nook,,,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Barnes and Noble
Icons,-,10363,Leonardo da Vinci's Flying Machine,18+,493,"Dec 31, 2026",US,CA,UK,AU,MX,
Icons,Botanical Collection,10370,Poinsettia,18+,608,"Dec 31, 2026",US,CA,UK,AU,MX,
Icons,- ,40516,Everyone is Awesome,18+,346,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Icons,Formula 1,10353,Williams Racing FW14B & Nigel Mansell,18+,799,"Jul 31, 2027",US,CA,UK,AU,MX,
Icons,Botanical Collection,10281,Bonsai Tree,18+,878,"Dec 31, 2027",US,CA,UK,AU,MX,
Icons,- ,10295,Porsche 911,18+,1458,"Dec 31, 2027",US,CA,UK,AU,MX,
Icons,- ,10300,Back to the Future Time Machine,18+,1872,"Dec 31, 2027",US,CA,UK,AU,MX,(DE/UK) Exclusive to Smyths
Icons,Botanical Collection,10311,Orchid,18+,608,"Dec 31, 2027",US,CA,UK,AU,MX,
Icons,Botanical Collection,10313,Wildflower Bouquet,18+,939,"Dec 31, 2027",US,CA,UK,AU,MX,
Icons,Lord of the Rings,10316,The Lord of the Rings: Rivendell,18+,6167,"Dec 31, 2027",US,CA,UK,AU,MX,
Icons,- ,10318,Concorde,18+,2083,"Dec 31, 2027",US,CA,UK,AU,MX,
Icons,Botanical Collection,10328,Bouquet of Roses,18+,822,"Dec 31, 2027",US,CA,UK,AU,MX,
Icons,Botanical Collection,10329,Tiny Plants,18+,758,"Dec 31, 2027",US,CA,UK,AU,MX,
Icons,Formula 1,10330,McLaren MP4/4 & Ayrton Senna,18+,693,"Dec 31, 2027",US,CA,UK,AU,MX,
Icons,Lord of the Rings,10333,The Lord Of The Rings: Barad-dûr,18+,5471,"Dec 31, 2027",US,CA,UK,AU,MX,
Icons,Botanical Collection,10368,Chrysanthemum,18+,278,"Dec 31, 2027",US,CA,UK,AU,MX,
Icons,Botanical Collection,10369,Plum Blossom,18+,327,"Dec 31, 2027",US,CA,UK,AU,MX,
Icons,- ,10294,Titanic,18+,9090,"Dec 31, 2028",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Icons,Modular Building,10350,Tudor Corner,18,3266,"Dec 31, 2028",US,CA,UK,AU,MX,
Icons,The Simpsons,10352,The Simpsons: Krusty Burger,18+,1635,"Dec 31, 2028",US,CA,UK,AU,MX,
Icons,Lord of the Rings,10354,The Lord of the Rings: The Shire,18+,2017,"Dec 31, 2028",US,CA,UK,AU,MX,
Icons,Star Trek,10356,Star Trek: USS Enterprise-D,18+,3600,"Dec 31, 2028",US,CA,UK,AU,MX,
Icons,-,10357,Shelby Cobra 427 S/C,18+,1241,"Dec 31, 2028",US,CA,UK,AU,MX,
Icons,Transformers,10358,Transformers: Soundwave,18+,1502,"Dec 31, 2028",US,CA,UK,AU,MX,
Icons,Space,10360,Shuttle Carrier Aircraft,18+,2417,"Dec 31, 2028",US,CA,UK,AU,MX,
Icons,Holiday,10361,Winter Express Train,18+,956,"Dec 31, 2028",US,CA,UK,AU,MX,
Icons,Pirates of the Caribbean,10365,Captain Jack Sparrow's Pirate Ship,18+,2861,"Dec 31, 2028",US,CA,UK,AU,MX,
Icons,-,10366,Tropical Aquarium,18+,4154,"Dec 31, 2028",US,CA,UK,AU,MX,
Icons,Lord of the Rings,10367,The Lord of the Rings: Balrog Book Nook,18+,1201,"Dec 31, 2028",US,CA,UK,AU,MX,
Icons,-,10375,How to Train Your Dragon: Toothless,18+,784,"Dec 31, 2028",US,CA,UK,AU,MX,
Ideas,- ,21335,Motorized Lighthouse,18+,2065,"Dec 31, 2025",US,CA,UK,AU,MX,
Ideas,Disney,21341,Disney Hocus Pocus: The Sanderson Sisters' Cottage,18+,2316,"Dec 31, 2025",US,CA,UK,AU,MX,(ES) Exclusive to Toys-R-Us | (NL) Bol | (UK) Argos
Ideas,- ,21342,The Insect Collection,18+,1111,"Dec 31, 2025",US,CA,UK,AU,MX,
Ideas,- ,21343,Viking Village,18+,2103,"Dec 31, 2025",US,CA,UK,AU,MX,(US) Exclusive to Target | (ES) El Corte Inglés | (UK) John Lewis
Ideas,- ,21344,Orient Express,18+,2540,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Ideas,-,21346,Family Tree,18+,1040,"Dec 31, 2025",US,CA,UK,AU,MX,(US) Exclusive to Target | (DE) Müller | (UK) The Entertainer
Ideas,-,21347,Red London Telephone Box,18+,1460,"Dec 31, 2025",US,CA,UK,AU,MX,
Ideas,Dungeons & Dragons,21348,Dungeons & Dragons: Red Dragon's Tale,18+,3745,"Jul 31, 2026",US,CA,UK,AU,MX,
Ideas,Diorama Collection,21350,Jaws,18+,1497,"Jul 31, 2026",US,CA,UK,AU,MX,
Ideas,Disney,21352,Magic of Disney,18+,1103,"Jul 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Target
Ideas,- ,21323,Grand Piano,18+,3662,"Dec 31, 2026",US,CA,UK,AU,MX,
Ideas,- ,21333,Vincent van Gogh - The Starry Night,18+,2316,"Dec 31, 2026",US,CA,UK,AU,MX,
Ideas,-,21345,Polaroid OneStep SX-70 Camera,18+,516,"Dec 31, 2026",US,CA,UK,AU,MX,
Ideas,Disney,21351,Tim Burton's The Nightmare Before Christmas,18+,2193,"Dec 31, 2026",US,CA,UK,AU,MX,
Ideas,-,21353,The Botanical Garden,18+,3792,"Dec 31, 2026",US,CA,UK,AU,MX,
Ideas,-,21355,The Evolution of STEM,18+,879,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Target
Ideas,-,21356,River Steamboat,18+,4090,"Dec 31, 2026",US,CA,UK,AU,MX,
Ideas,-,21354,Twilight: The Cullen House,18+,2001,"Jul 31, 2027",US,CA,UK,AU,MX,
Ideas,-,21349,Tuxedo Cat,18+,1710,"Dec 31, 2027",US,CA,UK,AU,MX,
Ideas,Disney,21357,Disney Pixar Luxo Jr.,18+,613,"Dec 31, 2027",US,CA,UK,AU,MX,
Ideas,- ,21358,Minifigure Vending Machine,18+,1343,"Dec 31, 2027",US,CA,UK,AU,MX,
Ideas,-,21359,The Italian Riviera,18+,3251,"Dec 31, 2027",US,CA,UK,AU,MX,
Ideas,-,21360,Willy Wonka & the Chocolate Factory,18+,2025,"Dec 31, 2027",US,CA,UK,AU,MX,
Ideas,-,21361,Gremlins: Gizmo,18+,1135,"Dec 31, 2027",US,CA,UK,AU,MX,(US) Exclusive to Target
Ideas,-,21362,Mineral Collection,18+,880,"Dec 31, 2027",US,CA,UK,AU,MX,
Ideas,-,21363,The Goonies,18+,2912,"Dec 31, 2027",US,CA,UK,AU,MX,
Ideas,- ,21330,Home Alone,18+,3955,"Dec 31, 2028",US,CA,UK,AU,MX,
Jurassic,World,76962,Baby Bumpy: Ankylosaurus,7+,358,"Dec 31, 2025",US,CA,UK,AU,MX,
Jurassic,World,76963,Baby Dinosaur Rescue Centre,4+,139,"Dec 31, 2025",US,CA,UK,AU,MX,
Jurassic,Dinosaur Fossils,76964,Dinosaur Fossils: T. rex Skull,9+,577,"Dec 31, 2025",US,CA,UK,AU,MX,
Jurassic,World,76965,Dinosaur Missions: Stegosaurus Discovery,6+,420,"Dec 31, 2025",US,CA,UK,AU,MX,
Jurassic,World,76966,Dinosaur Missions: Allosaurus Transport Truck,8+,588,"Dec 31, 2025",US,CA,UK,AU,MX,
Jurassic,World,76967,Little Eatie: T. rex,7+,317,"Jul 31, 2026",US,CA,UK,AU,MX,
Jurassic,World,76970,Baby Dinosaur Dolores: Aquilops,7+,339,"Jul 31, 2026",US,CA,UK,AU,MX,
Jurassic,World,76973,Raptor & Titanosaurus Tracking Mission,7+,582,"Jul 31, 2026",US,CA,UK,AU,MX,
Jurassic,Dinosaur Fossils,76968,Dinosaur Fossils: Tyrannosaurus rex,18+,3145,"Dec 31, 2026",US,CA,UK,AU,MX,
Jurassic,Dinosaur Fossils,76969,Dinosaur Fossils: Triceratops Skull,9+,468,"Dec 31, 2026",US,CA,UK,AU,MX,
Jurassic,World,76972,Raptor Off-Road Escape,6+,285,"Dec 31, 2026",US,CA,UK,AU,MX,
Jurassic,World,76974,Brick-Built Mosasaurus Boat Mission,9+,858,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Walmart
Jurassic,World,76975,T. rex River Escape,5+,199,"Jul 31, 2027",US,CA,UK,AU,MX,
Jurassic,World,76976,Spinosaurus & Quetzalcoatlus Air Mission,8+,984,"Jul 31, 2027",US,CA,UK,AU,MX,
Mario,-,30702,Toad (Pit Crew) (Polybag),6+,39,"Dec 31, 2025",US,CA,UK,AU,MX,
Mario,- ,71411,The Mighty Bowser,18+,2807,"Dec 31, 2025",US,CA,UK,AU,MX,
Mario,-,71435,Battle with Roy at Peach's Castle,7+,738,"Dec 31, 2025",US,CA,UK,AU,MX,
Mario,-,71436,King Boo's Haunted Mansion,8+,932,"Dec 31, 2025",US,CA,UK,AU,MX,
Mario,-,71437,The Bowser Express Train,9+,1392,"Dec 31, 2025",US,CA,UK,AU,MX,
Mario,Kart,72033,Donkey Kong & DK Jumbo,8+,387,"Dec 31, 2025",US,CA,UK,AU,MX,
Mario,- ,71426,Piranha Plant,18+,540,"Jul 31, 2026",US,CA,UK,AU,MX,
Mario,- ,71438,Super Mario World: Mario & Yoshi,18+,1215,"Jul 31, 2026",US,CA,UK,AU,MX,
Mario,-,71439,Adventures with Interactive LEGO® Mario™,6+,218,"Jul 31, 2026",US,CA,UK,AU,MX,
Mario,Kart,72031,Yoshi Bike,7+,133,"Jul 31, 2026",US,CA,UK,AU,MX,
Mario,Kart,72032,Standard Kart,7+,174,"Jul 31, 2026",US,CA,UK,AU,MX,
Mario,Kart,72034,Baby Mario vs. Baby Luigi,8+,321,"Jul 31, 2026",US,CA,UK,AU,MX,
Mario,Kart,72035,Toad's Garage ,8+,390,"Jul 31, 2026",US,CA,UK,AU,MX,
Mario,Kart,72036,Baby Peach & Grand Prix Set,8+,823,"Jul 31, 2026",US,CA,UK,AU,MX,
Mario,Kart,72038,Wario & King Boo,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Mario,Kart,72039,Bowser's Castle,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Mario,-,72040,Captain Toad's Camp,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Mario,-,72041,Party at Toad's House,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Mario,-,72042,Prince Florian & Castle Bowser,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Mario,Kart,72044,Piranha Plant Power-Up Pursuit,8+,588,"Jul 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Target
Mario,-,71440,Adventures with Interactive LEGO® Luigi™,6+,210,"Dec 31, 2026",US,CA,UK,AU,MX,
Mario,-,71441,Adventures with Interactive LEGO® Peach™,6+,208,"Dec 31, 2026",US,CA,UK,AU,MX,
Mario,Kart,72043,Interactive LEGO Mario & Standard Kart,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Mario,Kart,72045,Shy Guy & P-Wing,7+,249,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Target
Mario,Kart,72037,Mario Kart™ – Mario & Standard Kart,18+,1972,"Dec 31, 2027",US,CA,UK,AU,MX,
Mario,-,72046,Game Boy,18+,421,"Dec 31, 2027",US,CA,UK,AU,MX,
Marvel,Spidey & His Amazing Friends,10789,Spider-Man's Car and Doc Ock (4+),4+,48,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,Spidey & His Amazing Friends,10794,Team Spidey Web Spinner Headquarters (4+),4+,193,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,Spidey and his Amazing Friends,11199,Team Spidey Dino Crawler Rescue,4+,136,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,-,30707,Venom's Museum Robbery (Polybag),6+,36,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,Modular Building,76178,Daily Bugle,18+,3789,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,Helmet Collection,76191,Infinity Gauntlet,18+,590,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,- ,76261,Spider-Man Final Battle,10+,900,"Dec 31, 2025",US,CA,UK,AU,MX,Connects with 76280
Marvel,Character Mech,76276,Venom Mech Armor vs. Miles Morales,6+,134,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,Character Mech,76277,War Machine Mech Armor,6+,154,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,-,76279,Spider-Man Race Car & Venom Green Goblin,7+,227,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,-,76280,Spider-Man vs. Sandman: Final Battle,10+,347,"Dec 31, 2025",US,CA,UK,AU,MX,Connects with 76261
Marvel,-,76281,X-Men Jet,8+,359,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,-,76282,Rocket & Baby Groot,10+,566,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,Helmet Collection,76285,Spider-Man's Mask,18+,487,"Dec 31, 2025",US,CA,UK,AU,MX,(US) Exclusive to Target | (DE) Müller | (ES) Toys-R-Us | (UK) Very
Marvel,-,76286,Guardians of the Galaxy: The Milano,12+,2090,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,-,76287,Iron Man with Bike and The Hulk (4+),4+,68,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,-,76288,Iron Man & Iron Legion vs. Hydra Soldier,6+,135,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,-,76289,Thor vs. Surtur Construction Figure,8+,245,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,-,76290,The Avengers vs. The Leviathan,7+,347,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,-,76291,The Avengers Assemble: Age of Ultron,10+,613,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,-,76292,Captain America vs. Red Hulk Battle,8+,223,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,Midi-scale,76295,The Avengers Helicarrier,18+,509,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,Buildable Figure,76296,New Captain America Construction Figure,8+,359,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,Buildable Figure,76298,Iron Spider-Man Construction Figure,8+,303,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,-,76310,Iron Man Car & Black Panther vs. Red Hulk,7+,295,"Dec 31, 2025",US,CA,UK,AU,MX,
Marvel,-,76297,Dancing Groot,10+,459,"Jul 31, 2026",US,CA,UK,AU,MX,
Marvel,Spiderverse,76311,Miles Morales vs. the Spot,9+,375,"Jul 31, 2026",US,CA,UK,AU,MX,
Marvel,-,76312,The Hulk Truck vs. Thanos,7+,229,"Jul 31, 2026",US,CA,UK,AU,MX,
Marvel,-,76314,Captain America: Civil War Battle,10+,736,"Jul 31, 2026",US,CA,UK,AU,MX,
Marvel,Spidey and his Amazing Friends,11198,Spin and Electro Dinosaur Vehicle Chase,4+,124,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,Spidey and his Amazing Friends,11200,Spidey and Gobby's Raptor Battle at Tree House HQ,4+,143,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,Modular Building,76269,Avenger's Tower,18+,5201,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,Modular Building,76294,X-Men: The X-Mansion,18+,3093,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,Character Mech,76307,Iron Man Mech vs. Ultron,6+,101,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,Character Mech,76308,Spider-Man Mech vs. Anti-Venom,6+,107,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,-,76309,Spider-Man vs. Venom Muscle Car,7+,254,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,Logo,76313,MARVEL Logo,12+,931,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,-,76315,Iron Man's Laboratory: Hall of Armor,8+,384,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,- ,76316,Fantastic Four vs. Galactus Construction Figure,9+,427,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,-,76317,Peter Parker's Apartment,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,-,76319,Captain America vs. Thanos,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,-,76320,Iron Man & War Machine vs. Hammer Drones,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,-,76321,Spider-Man vs. Doc Ock Subway Train Scene,9+,393,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,-,76322,Avengers: Endgame Thor vs. Chitauri,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,-,76323,Avengers: Endgame Final Battle,10+,621,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,-,76324,Spider-Man vs. Oscorp,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,-,76325,Avengers: Age of Ultron Quinjet,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,Bust,76326,Iron Spider-Man Bust,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,Bust,76327,Iron Man MK4 Bust,18+,436,"Dec 31, 2026",US,CA,UK,AU,MX,
Marvel,Helmet Collection,76329,Miles Morales' Mask,18+,487,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Walmart exclusive
Marvel,-,76336,Spider-Man Car vs. Venomized Wolverine,7+,134,"Jul 31, 2027",US,CA,UK,AU,MX,
Marvel,-,76334,Epic Battle: Spider-Man vs. Sandman,9+,201,"Dec 31, 2027",US,CA,UK,AU,MX,
Marvel,-,76335,Spider-Man vs. Ghost Rider Motorcycle,6+,72,"Dec 31, 2027",US,CA,UK,AU,MX,
Marvel,-,76342,Spider-Man vs. Mysterio: The Daily Bugle,10+,781,"Dec 31, 2027",US,CA,UK,AU,MX,
Marvel,-,76343,Epic Battle: Hulkbuster vs. The Hulk,9+,413,"Dec 31, 2027",US,CA,UK,AU,MX,
Marvel,-,76344,Iron Man Mark 3 Collectors' Edition,18+,1297,"Dec 31, 2027",US,CA,UK,AU,MX,
Minecraft,- ,21178,The Fox Lodge,8+,193,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,-,21251,Steve's Desert Expedition,6+,75,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,- ,21252,The Armory,7+,203,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,-,21254,The Turtle Beach House,8+,234,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,-,21255,The Nether Portal Ambush,8+,352,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,-,21256,The Frog House,8+,400,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,-,21259,The Pirate Ship Voyage,8+,166,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,-,21260,The Cherry Blossom Garden,8+,304,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,-,21261,The Wolf Stronghold,8+,312,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,-,21262,The Windmill Farm,8+,462,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,-,21263,The Badlands Mineshaft,8+,538,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,-,21264,The Ender Dragon And End Ship,8+,657,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,Microscale,21265,The Crafting Table,18+,1195,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,Holiday,21280,Minecraft Advent Calendar 2025,7+,300,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,BigFig,21281,Baby Pig's Birthday Celebration,8+,351,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Minecraft,-,30672,Steve and Baby Panda (Polybag),6+,35,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,-,30705,The Lush Cave Fight (Polybag),,40,"Dec 31, 2025",US,CA,UK,AU,MX,
Minecraft,Multipack,66805,World Explorer Gift Set,7+,522,"Dec 31, 2025",US,CA,UK,AU,MX,(Contains 5 sets)
Minecraft,Multipack,66807,Infinite Worlds Gift Set,8+,769,"Dec 31, 2025",n/a,n/a,n/a,n/a,n/a,"(Contains 21252, 21254, 21255)"
Minecraft,-,21271,The Trial Chamber,8+,322,"Jul 31, 2026",US,CA,UK,AU,MX,
Minecraft,-,21266,The Nether Lava Battle,6+,99,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,-,21267,The Illager Desert Patrol,7+,105,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,-,21268,The Baby Pig House,7+,238,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,-,21269,The Armadillo Mine Expedition,8+,247,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,-,21270,The Mooshroom House,8+,500,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,Movie,21272,Woodland Mansion Fighting Ring,10+,491,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,Movie,21273,The Ghast Balloon Village Attack,10+,555,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,-,21274,The Warden Encounter,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,-,21275,The TNT Jungle House,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,Buildable Mob,21276,The Creeper,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,-,21277,The Pickaxe Mine,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,-,21278,The Pillager Outpost and Ravager,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,-,21279,The Enderman Tower,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,-,21282,The Parrot Houses,8+,535,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Amazon
Minecraft,-,21584,Nether & End Portal Journey,7+,192,"Dec 31, 2026",US,CA,UK,AU,MX,
Minecraft,-,21583,Steve's Taiga Adventure,6+,79,"Dec 31, 2027",US,CA,UK,AU,MX,
Minecraft,-,21585,Chicken Farm,7+,233,"Dec 31, 2027",US,CA,UK,AU,MX,
Minecraft,-,21586,The Pale Garden,7+,243,"Dec 31, 2027",US,CA,UK,AU,MX,
Minecraft,-,21587,Zombie Dungeon,8+,284,"Dec 31, 2027",US,CA,UK,AU,MX,
Minecraft,Buildable Mob,21588,The Fox,10+,497,"Dec 31, 2027",US,CA,UK,AU,MX,
Minecraft,Microscale,21589,Mini Biomes,12+,797,"Dec 31, 2027",US,CA,UK,AU,MX,
Minecraft,-,21590,Wither Battle,8+,494,"Dec 31, 2027",US,CA,UK,AU,MX,
Minifigures,Marvel,66797,Spider-Man: Across the Spider-Verse 6 Pack,5+,47,"Dec 31, 2025",US,CA,UK,AU,MX,
Minifigures,Marvel,71050,Spider-Man: Across the Spider-Verse,5+,8,"Dec 31, 2025",US,CA,UK,AU,MX,
Minifigures,- ,40649,Up-Scaled LEGO Minifigure,10+,654,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Braille ,30711,Play with Braille Bricks (Polybag),6+,10,"Dec 31, 2025",n/a,n/a,n/a,n/a,n/a,
Miscellaneous,Holiday,40499,Santa's Sleigh,9+,343,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,LEGO House,40506,LEGO Fabuland Tribute,10+,1026,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to the LEGO House
Miscellaneous,Holiday,40573,Christmas Tree,12+,784,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40648,Money Tree,9+,336,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40678,Festival Calendar,10+,345,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40709,Spring Animal Playground,8+,172,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40711,Hedgehog Picnic Date,8+,166,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40721,Halloween Barn,8+,205,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40744,Christmas Ornament Selection,6+,153,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40746,Santa's Delivery Truck,8+,224,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,-,40780,Birthday Cake,,,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40821,Love Bears,9+,287,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
